ID;Rules in Qradar;log source;enabled;created;modified;category;criticality;Rule;BB;BB2;BB3;BB4;BB5;SYSMON
144;SOC_Export_Placeholder_130_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100130_common:SOC_Export_Placeholder_130_Windows;;;;;;no
145;SOC_Export_Placeholder_131_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100131_common:SOC_Export_Placeholder_131_Windows;;;;;;no
146;SOC_Export_Placeholder_132_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100132_common:SOC_Export_Placeholder_132_Windows;;;;;;no
147;SOC_Export_Placeholder_133_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100133_common:SOC_Export_Placeholder_133_Windows;;;;;;no
148;SOC_Export_Placeholder_134_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100134_common:SOC_Export_Placeholder_134_Windows;;;;;;no
149;SOC_Export_Placeholder_135_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100135_common:SOC_Export_Placeholder_135_Windows;;;;;;no
150;SOC_Export_Placeholder_136_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100136_common:SOC_Export_Placeholder_136_Windows;;;;;;no
151;SOC_Export_Placeholder_137_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100137_common:SOC_Export_Placeholder_137_Windows;;;;;;no
152;SOC_Export_Placeholder_138_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100138_common:SOC_Export_Placeholder_138_Windows;;;;;;no
153;SOC_Export_Placeholder_139_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100139_common:SOC_Export_Placeholder_139_Windows;;;;;;no
154;SOC_Export_Placeholder_140_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100140_common:SOC_Export_Placeholder_140_Windows;;;;;;no
155;SOC_Export_Placeholder_141_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100141_common:SOC_Export_Placeholder_141_Windows;;;;;;no
156;SOC_Export_Placeholder_142_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100142_common:SOC_Export_Placeholder_142_Windows;;;;;;no
157;SOC_Export_Placeholder_143_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100143_common:SOC_Export_Placeholder_143_Windows;;;;;;no
158;SOC_Export_Placeholder_144_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100144_common:SOC_Export_Placeholder_144_Windows;;;;;;no
159;SOC_Export_Placeholder_145_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100145_common:SOC_Export_Placeholder_145_Windows;;;;;;no
160;SOC_Export_Placeholder_146_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100146_common:SOC_Export_Placeholder_146_Windows;;;;;;no
161;SOC_Export_Placeholder_147_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100147_common:SOC_Export_Placeholder_147_Windows;;;;;;no
162;SOC_Export_Placeholder_148_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100148_common:SOC_Export_Placeholder_148_Windows;;;;;;no
163;SOC_Export_Placeholder_149_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100149_common:SOC_Export_Placeholder_149_Windows;;;;;;no
164;SOC_Export_Placeholder_150_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100150_common:SOC_Export_Placeholder_150_Windows;;;;;;no
165;SOC_Export_Placeholder_151_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100151_common:SOC_Export_Placeholder_151_Windows;;;;;;no
166;SOC_Export_Placeholder_152_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100152_common:SOC_Export_Placeholder_152_Windows;;;;;;no
167;SOC_Export_Placeholder_153_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100153_common:SOC_Export_Placeholder_153_Windows;;;;;;no
168;SOC_Export_Placeholder_154_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100154_common:SOC_Export_Placeholder_154_Windows;;;;;;no
169;SOC_Export_Placeholder_155_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100155_common:SOC_Export_Placeholder_155_Windows;;;;;;no
170;SOC_Export_Placeholder_156_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100156_common:SOC_Export_Placeholder_156_Windows;;;;;;no
171;SOC_Export_Placeholder_157_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100157_common:SOC_Export_Placeholder_157_Windows;;;;;;no
172;SOC_Export_Placeholder_158_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100158_common:SOC_Export_Placeholder_158_Windows;;;;;;no
173;SOC_Export_Placeholder_159_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100159_common:SOC_Export_Placeholder_159_Windows;;;;;;no
174;SOC_Export_Placeholder_160_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100160_common:SOC_Export_Placeholder_160_Windows;;;;;;no
175;SOC_Export_Placeholder_161_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100161_common:SOC_Export_Placeholder_161_Windows;;;;;;no
176;SOC_Export_Placeholder_162_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100162_common:SOC_Export_Placeholder_162_Windows;;;;;;no
177;SOC_Export_Placeholder_163_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100163_common:SOC_Export_Placeholder_163_Windows;;;;;;no
178;SOC_Export_Placeholder_164_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100164_common:SOC_Export_Placeholder_164_Windows;;;;;;no
179;SOC_Export_Placeholder_165_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100165_common:SOC_Export_Placeholder_165_Windows;;;;;;no
180;SOC_Export_Placeholder_166_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100166_common:SOC_Export_Placeholder_166_Windows;;;;;;no
181;SOC_Export_Placeholder_167_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100167_common:SOC_Export_Placeholder_167_Windows;;;;;;no
182;SOC_Export_Placeholder_168_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100168_common:SOC_Export_Placeholder_168_Windows;;;;;;no
183;SOC_Export_Placeholder_169_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100169_common:SOC_Export_Placeholder_169_Windows;;;;;;no
184;SOC_Export_Placeholder_170_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100170_common:SOC_Export_Placeholder_170_Windows;;;;;;no
185;SOC_Export_Placeholder_171_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100171_common:SOC_Export_Placeholder_171_Windows;;;;;;no
186;SOC_Export_Placeholder_172_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100172_common:SOC_Export_Placeholder_172_Windows;;;;;;no
187;SOC_Export_Placeholder_173_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100173_common:SOC_Export_Placeholder_173_Windows;;;;;;no
188;SOC_Export_Placeholder_174_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100174_common:SOC_Export_Placeholder_174_Windows;;;;;;no
189;SOC_Export_Placeholder_175_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100175_common:SOC_Export_Placeholder_175_Windows;;;;;;no
190;SOC_Export_Placeholder_176_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100176_common:SOC_Export_Placeholder_176_Windows;;;;;;no
191;SOC_Export_Placeholder_177_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100177_common:SOC_Export_Placeholder_177_Windows;;;;;;no
192;SOC_Export_Placeholder_178_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100178_common:SOC_Export_Placeholder_178_Windows;;;;;;no
193;SOC_Export_Placeholder_179_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100179_common:SOC_Export_Placeholder_179_Windows;;;;;;no
194;SOC_Export_Placeholder_180_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100180_common:SOC_Export_Placeholder_180_Windows;;;;;;no
195;SOC_Export_Placeholder_181_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100181_common:SOC_Export_Placeholder_181_Windows;;;;;;no
196;SOC_Export_Placeholder_182_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100182_common:SOC_Export_Placeholder_182_Windows;;;;;;no
197;SOC_Export_Placeholder_183_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100183_common:SOC_Export_Placeholder_183_Windows;;;;;;no
198;SOC_Export_Placeholder_184_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100184_common:SOC_Export_Placeholder_184_Windows;;;;;;no
199;SOC_Export_Placeholder_185_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100185_common:SOC_Export_Placeholder_185_Windows;;;;;;no
200;SOC_Export_Placeholder_186_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100186_common:SOC_Export_Placeholder_186_Windows;;;;;;no
201;SOC_Export_Placeholder_187_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100187_common:SOC_Export_Placeholder_187_Windows;;;;;;no
202;SOC_Export_Placeholder_188_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100188_common:SOC_Export_Placeholder_188_Windows;;;;;;no
203;SOC_Export_Placeholder_189_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100189_common:SOC_Export_Placeholder_189_Windows;;;;;;no
204;SOC_Export_Placeholder_190_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100190_common:SOC_Export_Placeholder_190_Windows;;;;;;no
205;SOC_Export_Placeholder_191_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100191_common:SOC_Export_Placeholder_191_Windows;;;;;;no
206;SOC_Export_Placeholder_192_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100192_common:SOC_Export_Placeholder_192_Windows;;;;;;no
207;SOC_Export_Placeholder_193_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100193_common:SOC_Export_Placeholder_193_Windows;;;;;;no
208;SOC_Export_Placeholder_194_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100194_common:SOC_Export_Placeholder_194_Windows;;;;;;no
209;SOC_Export_Placeholder_195_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100195_common:SOC_Export_Placeholder_195_Windows;;;;;;no
210;SOC_Export_Placeholder_196_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100196_common:SOC_Export_Placeholder_196_Windows;;;;;;no
211;SOC_Export_Placeholder_197_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100197_common:SOC_Export_Placeholder_197_Windows;;;;;;no
212;SOC_Export_Placeholder_198_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100198_common:SOC_Export_Placeholder_198_Windows;;;;;;no
213;SOC_Export_Placeholder_199_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100199_common:SOC_Export_Placeholder_199_Windows;;;;;;no
214;SOC_Export_Placeholder_200_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100200_common:SOC_Export_Placeholder_200_Windows;;;;;;no
215;SOC_Export_Placeholder_201_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100201_common:SOC_Export_Placeholder_201_Windows;;;;;;no
216;SOC_Export_Placeholder_202_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100202_common:SOC_Export_Placeholder_202_Windows;;;;;;no
217;SOC_Export_Placeholder_203_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100203_common:SOC_Export_Placeholder_203_Windows;;;;;;no
218;SOC_Export_Placeholder_204_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100204_common:SOC_Export_Placeholder_204_Windows;;;;;;no
219;SOC_Export_Placeholder_205_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100205_common:SOC_Export_Placeholder_205_Windows;;;;;;no
220;SOC_Export_Placeholder_206_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100206_common:SOC_Export_Placeholder_206_Windows;;;;;;no
221;SOC_Export_Placeholder_207_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100207_common:SOC_Export_Placeholder_207_Windows;;;;;;no
222;SOC_Export_Placeholder_208_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100208_common:SOC_Export_Placeholder_208_Windows;;;;;;no
223;SOC_Export_Placeholder_209_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100209_common:SOC_Export_Placeholder_209_Windows;;;;;;no
224;SOC_Export_Placeholder_210_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100210_common:SOC_Export_Placeholder_210_Windows;;;;;;no
225;SOC_Export_Placeholder_211_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100211_common:SOC_Export_Placeholder_211_Windows;;;;;;no
226;SOC_Export_Placeholder_212_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100212_common:SOC_Export_Placeholder_212_Windows;;;;;;no
227;SOC_Export_Placeholder_213_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100213_common:SOC_Export_Placeholder_213_Windows;;;;;;no
228;SOC_Export_Placeholder_214_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100214_common:SOC_Export_Placeholder_214_Windows;;;;;;no
229;SOC_Export_Placeholder_215_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100215_common:SOC_Export_Placeholder_215_Windows;;;;;;no
230;SOC_Export_Placeholder_216_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100216_common:SOC_Export_Placeholder_216_Windows;;;;;;no
231;SOC_Export_Placeholder_217_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100217_common:SOC_Export_Placeholder_217_Windows;;;;;;no
232;SOC_Export_Placeholder_218_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100218_common:SOC_Export_Placeholder_218_Windows;;;;;;no
233;SOC_Export_Placeholder_219_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100219_common:SOC_Export_Placeholder_219_Windows;;;;;;no
234;SOC_Export_Placeholder_220_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100220_common:SOC_Export_Placeholder_220_Windows;;;;;;no
235;SOC_Export_Placeholder_221_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100221_common:SOC_Export_Placeholder_221_Windows;;;;;;no
236;SOC_Export_Placeholder_222_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100222_common:SOC_Export_Placeholder_222_Windows;;;;;;no
237;SOC_Export_Placeholder_223_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100223_common:SOC_Export_Placeholder_223_Windows;;;;;;no
238;SOC_Export_Placeholder_224_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100224_common:SOC_Export_Placeholder_224_Windows;;;;;;no
239;SOC_Export_Placeholder_225_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100225_common:SOC_Export_Placeholder_225_Windows;;;;;;no
240;SOC_Export_Placeholder_226_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100226_common:SOC_Export_Placeholder_226_Windows;;;;;;no
241;SOC_Export_Placeholder_227_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100227_common:SOC_Export_Placeholder_227_Windows;;;;;;no
242;SOC_Export_Placeholder_228_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100228_common:SOC_Export_Placeholder_228_Windows;;;;;;no
243;SOC_Export_Placeholder_229_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100229_common:SOC_Export_Placeholder_229_Windows;;;;;;no
244;SOC_Export_Placeholder_230_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100230_common:SOC_Export_Placeholder_230_Windows;;;;;;no
245;SOC_Export_Placeholder_231_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100231_common:SOC_Export_Placeholder_231_Windows;;;;;;no
246;SOC_Export_Placeholder_232_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100232_common:SOC_Export_Placeholder_232_Windows;;;;;;no
247;SOC_Export_Placeholder_233_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100233_common:SOC_Export_Placeholder_233_Windows;;;;;;no
248;SOC_Export_Placeholder_234_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100234_common:SOC_Export_Placeholder_234_Windows;;;;;;no
249;SOC_Export_Placeholder_235_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100235_common:SOC_Export_Placeholder_235_Windows;;;;;;no
250;SOC_Export_Placeholder_236_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100236_common:SOC_Export_Placeholder_236_Windows;;;;;;no
251;SOC_Export_Placeholder_237_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100237_common:SOC_Export_Placeholder_237_Windows;;;;;;no
252;SOC_Export_Placeholder_238_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100238_common:SOC_Export_Placeholder_238_Windows;;;;;;no
253;SOC_Export_Placeholder_239_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100239_common:SOC_Export_Placeholder_239_Windows;;;;;;no
254;SOC_Export_Placeholder_240_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100240_common:SOC_Export_Placeholder_240_Windows;;;;;;no
255;SOC_Export_Placeholder_241_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100241_common:SOC_Export_Placeholder_241_Windows;;;;;;no
256;SOC_Export_Placeholder_242_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100242_common:SOC_Export_Placeholder_242_Windows;;;;;;no
257;SOC_Export_Placeholder_243_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100243_common:SOC_Export_Placeholder_243_Windows;;;;;;no
258;SOC_Export_Placeholder_244_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100244_common:SOC_Export_Placeholder_244_Windows;;;;;;no
259;SOC_Export_Placeholder_245_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100245_common:SOC_Export_Placeholder_245_Windows;;;;;;no
260;SOC_Export_Placeholder_246_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100246_common:SOC_Export_Placeholder_246_Windows;;;;;;no
261;SOC_Export_Placeholder_247_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100247_common:SOC_Export_Placeholder_247_Windows;;;;;;no
262;SOC_Export_Placeholder_248_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100248_common:SOC_Export_Placeholder_248_Windows;;;;;;no
263;SOC_Export_Placeholder_249_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100249_common:SOC_Export_Placeholder_249_Windows;;;;;;no
264;SOC_Export_Placeholder_250_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100250_common:SOC_Export_Placeholder_250_Windows;;;;;;no
265;SOC_Export_Placeholder_251_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100251_common:SOC_Export_Placeholder_251_Windows;;;;;;no
266;SOC_Export_Placeholder_252_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100252_common:SOC_Export_Placeholder_252_Windows;;;;;;no
267;SOC_Export_Placeholder_253_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100253_common:SOC_Export_Placeholder_253_Windows;;;;;;no
268;SOC_Export_Placeholder_254_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100254_common:SOC_Export_Placeholder_254_Windows;;;;;;no
269;SOC_Export_Placeholder_255_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100255_common:SOC_Export_Placeholder_255_Windows;;;;;;no
270;SOC_Export_Placeholder_256_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100256_common:SOC_Export_Placeholder_256_Windows;;;;;;no
271;SOC_Export_Placeholder_257_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100257_common:SOC_Export_Placeholder_257_Windows;;;;;;no
272;SOC_Export_Placeholder_258_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100258_common:SOC_Export_Placeholder_258_Windows;;;;;;no
273;SOC_Export_Placeholder_259_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100259_common:SOC_Export_Placeholder_259_Windows;;;;;;no
274;SOC_Export_Placeholder_260_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100260_common:SOC_Export_Placeholder_260_Windows;;;;;;no
275;SOC_Export_Placeholder_261_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100261_common:SOC_Export_Placeholder_261_Windows;;;;;;no
276;SOC_Export_Placeholder_262_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100262_common:SOC_Export_Placeholder_262_Windows;;;;;;no
277;SOC_Export_Placeholder_263_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100263_common:SOC_Export_Placeholder_263_Windows;;;;;;no
278;SOC_Export_Placeholder_264_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100264_common:SOC_Export_Placeholder_264_Windows;;;;;;no
279;SOC_Export_Placeholder_265_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100265_common:SOC_Export_Placeholder_265_Windows;;;;;;no
280;SOC_Export_Placeholder_266_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100266_common:SOC_Export_Placeholder_266_Windows;;;;;;no
281;SOC_Export_Placeholder_267_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100267_common:SOC_Export_Placeholder_267_Windows;;;;;;no
282;SOC_Export_Placeholder_268_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100268_common:SOC_Export_Placeholder_268_Windows;;;;;;no
283;SOC_Export_Placeholder_269_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100269_common:SOC_Export_Placeholder_269_Windows;;;;;;no
284;SOC_Export_Placeholder_270_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100270_common:SOC_Export_Placeholder_270_Windows;;;;;;no
285;SOC_Export_Placeholder_271_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100271_common:SOC_Export_Placeholder_271_Windows;;;;;;no
286;SOC_Export_Placeholder_272_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100272_common:SOC_Export_Placeholder_272_Windows;;;;;;no
287;SOC_Export_Placeholder_273_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100273_common:SOC_Export_Placeholder_273_Windows;;;;;;no
288;SOC_Export_Placeholder_274_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100274_common:SOC_Export_Placeholder_274_Windows;;;;;;no
289;SOC_Export_Placeholder_275_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100275_common:SOC_Export_Placeholder_275_Windows;;;;;;no
290;SOC_Export_Placeholder_276_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100276_common:SOC_Export_Placeholder_276_Windows;;;;;;no
291;SOC_Export_Placeholder_277_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100277_common:SOC_Export_Placeholder_277_Windows;;;;;;no
292;SOC_Export_Placeholder_278_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100278_common:SOC_Export_Placeholder_278_Windows;;;;;;no
293;SOC_Export_Placeholder_279_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100279_common:SOC_Export_Placeholder_279_Windows;;;;;;no
294;SOC_Export_Placeholder_280_Windows;Microsoft Windows Security Event Log;true;2020-09-24;2023-03-30;;Medium;INC_0100280_common:SOC_Export_Placeholder_280_Windows;;;;;;no
